Title,Alternative Title,Description,Language,Creator,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
Alaska and adjoining territory : 1869,Alaska and adjoining territory : 1869,,English,"Dall, William Healey, 1845-1927",,,1869,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2502,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2502/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2502,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2502/manifest.json,UMN_ALMA:9941834500001701,p16022coll230:2502,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Alaska, fortymile quadrangle","Alaska, fortymile quadrangle",,English,Geological Survey (U.S.),,,1899,,,Alaska,"-142.0,-141.0,65.0,64.0",https://umedia.lib.umn.edu/item/p16022coll230:2564,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2564/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2564,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2564/manifest.json,UMN_ALMA:9937764040001701,p16022coll230:2564,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Arizona (Cochise County), Tombstone special map","Arizona (Cochise County), Tombstone special map",Shows mines. Dimensions: 35 x 39 centimeters,English,Geological Survey (U.S.),,Mines and Mineral Resources|Mines and Mineral Resources,1906,,,"Tombstone, Arizona","-110.1306,-110.0333,31.725,31.65",https://umedia.lib.umn.edu/item/p16022coll205:679,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/679/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/679,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/679/manifest.json,UMN_ALMA:9962851910001701,p16022coll205:679,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
California,California,,English,J.H. Colton & Co,,,1856,,,California,"-124.0,-115.0,42.0,33.0",https://umedia.lib.umn.edu/item/p16022coll230:2504,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2504/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2504,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2504/manifest.json,UMN_ALMA:9962312010001701,p16022coll230:2504,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
California,California,,English,Rand McNally and Company,,Railroads|Steamboat Lines,1911,,,California,"-125.0,-114.0,42.0,32.5",https://umedia.lib.umn.edu/item/p16022coll230:2639,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2639/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2639,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2639/manifest.json,UMN_ALMA:9921529490001701,p16022coll230:2639,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"California, Sacramento Valley","California, Sacramento Valley",,English,Geological Survey (U.S.),,,1904 - 1908,,,California,"-122.3167,-121.5,39.8333,38.0",https://umedia.lib.umn.edu/item/p16022coll230:2506,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2506/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2506,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2506/manifest.json,UMN_ALMA:9931955270001701,p16022coll230:2506,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
California's playground,California's playground,,English,Del Monte Properties Company,,,1927,,,California,,https://umedia.lib.umn.edu/item/p16022coll230:2543,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2543/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2543,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2543/manifest.json,UMN_ALMA:9916638880001701,p16022coll230:2543,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Carte générale d'une partie de la cóte du nord-ouest de l'Amérique : reconnue par les frégates françaises La Boussole et l'Astrolabe ...,Carte générale d'une partie de la cóte du nord-ouest de l'Amérique : reconnue par les frégates françaises La Boussole et l'Astrolabe ...,,French,"Dagelet, Joseph Lepante",,,1797,,,Alaska,"-150.0,-122.0,61.0,36.0",https://umedia.lib.umn.edu/item/p16022coll230:2498,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2498/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2498,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2498/manifest.json,UMN_ALMA:9975252908701701,p16022coll230:2498,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Clason's Nevada road map and railway guide,Clason's Nevada road map and railway guide,,English,Clason Map Co,,,1919,,,Nevada,,https://umedia.lib.umn.edu/item/p16022coll230:2505,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2505/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2505,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2505/manifest.json,UMN_ALMA:9952681760001701,p16022coll230:2505,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Cleveland national forest, California : San Bernardino meridian, 1926","Cleveland national forest, California : San Bernardino meridian, 1926",,English,United States. Forest Service,,,1926,,,California,,https://umedia.lib.umn.edu/item/p16022coll230:2545,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2545/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2545,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2545/manifest.json,UMN_ALMA:9973997799101701,p16022coll230:2545,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Colorado River Basin below Boulder Dam : 1929,Colorado River Basin below Boulder Dam : 1929,,English,United States. Bureau of Reclamation,,Colorado River Basin Project (u.s.)|Irrigation,1929,,,Arizona,,https://umedia.lib.umn.edu/item/p16022coll230:2553,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2553/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2553,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2553/manifest.json,UMN_ALMA:9921892540001701,p16022coll230:2553,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Froiseth's map of Little Cottonwood Mining District and vicinity, Utah ...","Froiseth's map of Little Cottonwood Mining District and vicinity, Utah ...",,English,B.A.M. Froiseth (Firm),,Mines and Mineral Resources,1873,,,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:2508,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2508/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2508,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2508/manifest.json,UMN_ALMA:9974055207901701,p16022coll230:2508,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Geologic map of the State of California,Geologic map of the State of California,,English,"Smith, James Perrin, 1864-1931",,Geology,19161929,,,California,"-124.3667,-114.1167,42.0,32.6167",https://umedia.lib.umn.edu/item/p16022coll230:2691,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2691/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2691,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2691/manifest.json,UMN_ALMA:9940476860001701,p16022coll230:2691,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Geologic map of the state of New Mexico,Geologic map of the state of New Mexico,,English,University of New Mexico,,Geology,1925,,,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:2509,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2509/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2509,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2509/manifest.json,UMN_ALMA:9973955592601701,p16022coll230:2509,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Gidex for Utah,Gidex for Utah,,English,"Ledyard, Edgar M. (Edgar Madison), 1875-",,Roads,1928,,,Utah,"-114.05,-109.05,42.0,37.0",https://umedia.lib.umn.edu/item/p16022coll230:2636,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2636/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2636,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2636/manifest.json,UMN_ALMA:9912105240001701,p16022coll230:2636,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Hammond's enlarged map of Nevada,Hammond's enlarged map of Nevada,,English,C.S. Hammond & Company,,,1911,,,Nevada,"-120.0,-114.0,42.0,35.0",https://umedia.lib.umn.edu/item/p16022coll230:2718,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2718/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2718,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2718/manifest.json,UMN_ALMA:9935764970001701,p16022coll230:2718,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Harbors in Clarence Strait, S.E. Alaska","Harbors in Clarence Strait, S.E. Alaska",,English,U.S. Coast and Geodetic Survey,,Nautical Charts,1886,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2527,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2527/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2527,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2527/manifest.json,UMN_ALMA:9927561470001701,p16022coll230:2527,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Highway map, state of Nevada","Highway map, state of Nevada",,English,Nevada. Department of Highways,,Roads,1929,,,Nevada,,https://umedia.lib.umn.edu/item/p16022coll230:2685,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2685/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2685,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2685/manifest.json,UMN_ALMA:9973997399801701,p16022coll230:2685,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Kaibab National Forest, Arizona : 1917","Kaibab National Forest, Arizona : 1917",,English,United States. Forest Service,,,1917,,,Arizona,,https://umedia.lib.umn.edu/item/p16022coll230:2648,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2648/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2648,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2648/manifest.json,UMN_ALMA:9973986354401701,p16022coll230:2648,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Kern River oil field,Kern River oil field,,English,Geological Survey (U.S.),,Oil Fields,1915,,,California,"-119.0333,-118.9333,35.5,35.4167",https://umedia.lib.umn.edu/item/p16022coll230:2726,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2726/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2726,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2726/manifest.json,UMN_ALMA:9940653790001701,p16022coll230:2726,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Lassen National Forest, California : 1926","Lassen National Forest, California : 1926",,English,United States. Forest Service. California Region,,,1926,,,California,"-122.5,-120.3333,41.1667,39.6667",https://umedia.lib.umn.edu/item/p16022coll230:2563,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2563/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2563,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2563/manifest.json,UMN_ALMA:9974055209001701,p16022coll230:2563,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Location of large timber holdings in northeastern California : Report of the Commissioner of Corporations on the Lumber Industry,Location of large timber holdings in northeastern California : Report of the Commissioner of Corporations on the Lumber Industry,,English,,,Forests and Forestry|Logging,1914?,,,California,,https://umedia.lib.umn.edu/item/p16022coll230:2642,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2642/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2642,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2642/manifest.json,UMN_ALMA:9941253620001701,p16022coll230:2642,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Location of large timber holdings in the redwood belt in California : Report of the Commissioner of Corporations on the Lumber Industry,Location of large timber holdings in the redwood belt in California : Report of the Commissioner of Corporations on the Lumber Industry,,English,,,Forests and Forestry|Logging,1914?,,,California,,https://umedia.lib.umn.edu/item/p16022coll230:2596,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2596/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2596,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2596/manifest.json,UMN_ALMA:9941245980001701,p16022coll230:2596,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska,Map of Alaska,,English,Geological Survey (U.S.),,,1925,,,Alaska,"173.0,-126.0,72.0,51.0",https://umedia.lib.umn.edu/item/p16022coll230:2518,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2518/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2518,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2518/manifest.json,UMN_ALMA:9927556570001701,p16022coll230:2518,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska,Map of Alaska,,English,"Hendges, M",,,1898,,,Alaska,"170.0,-122.0,68.0,48.0",https://umedia.lib.umn.edu/item/p16022coll230:2523,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2523/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2523,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2523/manifest.json,UMN_ALMA:9973999689501701,p16022coll230:2523,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska,Map of Alaska,,English,United States. Alaska Road Commission,,,1913,,,Alaska,"172.0,-130.0,71.0,51.0",https://umedia.lib.umn.edu/item/p16022coll230:2554,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2554/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2554,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2554/manifest.json,UMN_ALMA:9940732640001701,p16022coll230:2554,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska,Map of Alaska,,English,Geological Survey (U.S.),,,1927,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2511,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2511/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2511,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2511/manifest.json,UMN_ALMA:9927551940001701,p16022coll230:2511,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska,Map of Alaska,,English,"Briesemeister, William A",,,1923,,,Alaska,"-169.0,-139.0,68.0,54.0",https://umedia.lib.umn.edu/item/p16022coll230:2590,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2590/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2590,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2590/manifest.json,UMN_ALMA:9927552850001701,p16022coll230:2590,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska,Map of Alaska,,English,Geological Survey (U.S.),,,1923,,,Alaska,"-174.0,-124.0,72.0,51.0",https://umedia.lib.umn.edu/item/p16022coll230:2674,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2674/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2674,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2674/manifest.json,UMN_ALMA:9927561360001701,p16022coll230:2674,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska in relief,Map of Alaska in relief,,English,Geological Survey (U.S.),,,1923,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2645,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2645/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2645,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2645/manifest.json,UMN_ALMA:9943442980001701,p16022coll230:2645,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of Alaska : showing explorations by U.S. Geological Survey in 1898, together with principal previous routes of exploration","Map of Alaska : showing explorations by U.S. Geological Survey in 1898, together with principal previous routes of exploration",,English,Geological Survey (U.S.),,,1899,,,Alaska,"178.0,-116.0,72.0,50.0",https://umedia.lib.umn.edu/item/p16022coll230:2606,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2606/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2606,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2606/manifest.json,UMN_ALMA:9927565810001701,p16022coll230:2606,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska : showing latest explorations by U.S. Geological Survey and U.S. Coast and Geodetic Survey,Map of Alaska : showing latest explorations by U.S. Geological Survey and U.S. Coast and Geodetic Survey,,English,National Geographic Society (U.S.). Cartographic Division,,,1914,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2524,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2524/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2524,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2524/manifest.json,UMN_ALMA:9919089020001701,p16022coll230:2524,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of Alaska showing the route of the Alaska Central Railway : with proposed branches ; also, water connections with Seattle, Portland, San Francisco, Honolulu, and the Orient","Map of Alaska showing the route of the Alaska Central Railway : with proposed branches ; also, water connections with Seattle, Portland, San Francisco, Honolulu, and the Orient",,English,,,Railroads|Natural Resources|Industries,1922,,,Alaska,"-179.0,-120.0,72.0,46.0",https://umedia.lib.umn.edu/item/p16022coll230:2532,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2532/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2532,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2532/manifest.json,UMN_ALMA:9974839699501701,p16022coll230:2532,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Alaska showing the routes to the Klondike gold fields from the latest surveys to date,Map of Alaska showing the routes to the Klondike gold fields from the latest surveys to date,,English,J.L. Smith Co,,Gold Mines and Mining|Gold Mines and Mining|Gold Mines and Mining,1897,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2721,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2721/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2721,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2721/manifest.json,UMN_ALMA:9974088493701701,p16022coll230:2721,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
